Date,Revenue,Profit,Employee Count,Customer Satisfaction,Market Share,Innovation Score
2014-07-31,228083820.95838335,45033964.04485062,1994,87.1949088687097,15.088993757603651,77.11169217146254
2014-08-31,226198404.44382596,45100023.77184192,2030,86.26153246738107,15.285223407992019,78.01039965537426
2014-09-30,229471517.74887058,45854071.92906394,2005,88.52917806017736,15.168783598319179,77.7759121138028
2014-10-31,229866297.12973645,45370195.53026051,2033,87.0473130764463,15.375465184307096,78.30672252174976
2014-11-30,232117386.15098062,46155344.087265864,2055,87.55378117367373,15.073164498550854,78.01176540594128
2014-12-31,230926774.42299557,46182427.494646646,2040,87.56889779374016,15.487605730374183,78.53536232185635
2015-01-31,234979515.66802084,46557022.07899355,2045,88.56529280686945,15.769169816871745,78.510584620088
2015-02-28,234737924.01512903,46694427.98725704,2051,88.32135201499794,15.73569455781342,79.01988306636949
2015-03-31,237529442.69096974,46805432.85688936,2096,86.95894353476395,15.706970625861041,78.65158438250118
2015-04-30,238682466.5314811,47733327.809200935,2075,87.06599783428823,15.57745324218576,79.1492144218822
2015-05-31,240374523.09165788,47979417.02098801,2093,87.66001308519648,15.967196767033542,79.25281436354835
2015-06-30,239660084.02216607,48776114.31738317,2125,88.11875105794024,15.755602348901151,78.82227865545495
2015-07-31,242687085.74527603,48648864.263784684,2118,88.03959129161186,15.733663627913288,78.91119690930309
2015-08-31,244740789.71386114,48557631.7251032,2115,88.38960016508129,15.947494945839008,79.64914054197516
2015-09-30,243692195.35009775,49708059.13627509,2131,88.20683485413922,16.007608139768962,79.04588069792811
2015-10-31,245770313.23433807,49483823.344497874,2146,88.9978930414279,16.25364302402163,80.36565553031862
2015-11-30,249203125.35313344,48840138.29005774,2160,88.8503995211178,16.385716929705936,79.04275012845473
2015-12-31,249130113.34480697,49925482.55319265,2173,88.36183895138122,16.51615296385515,80.01310128011055
2016-01-31,250491880.8723097,49968440.29959025,2192,87.96698843682458,16.34947220418923,79.8723451051565
2016-02-29,250511763.32146978,49579129.15812968,2191,88.0171748750986,16.35782899006092,80.12191285587535
2016-03-31,254819744.46931243,51494729.364344865,2177,88.21779287848938,16.725154745144003,80.19551847073335
2016-04-30,255558581.29860285,51527028.48595755,2198,89.28773302822385,16.44971061753016,79.98052380314162
2016-05-31,254802232.60845003,52033601.699029915,2210,89.35202322468552,16.516192590581632,80.48491835373824
2016-06-30,257653070.05273613,51525628.547264904,2238,90.15257428015033,17.044784859475314,80.70158408033936
2016-07-31,259102979.70833454,51369536.72261528,2242,90.11183451190873,16.982854459434243,80.66407108717276
2016-08-31,260733563.863828,52362106.97716679,2261,90.2916935345159,17.12763040969519,81.56641270903877
2016-09-30,263889281.3404426,52462955.26678248,2236,89.68060934217117,17.14211054718802,81.42577267639268
2016-10-31,263558651.56362814,52984185.70376385,2271,89.96995529246178,17.40385279577073,80.90842232256057
2016-11-30,263479401.82759625,52474153.71674863,2262,89.42422761553387,17.536265276269084,81.8054384823183
2016-12-31,265274609.7901026,52313559.40633965,2297,90.71885615817955,17.418348710773326,81.72426993856597
2017-01-31,267385481.4380495,53658777.18613245,2300,90.64395334316573,17.276033462543047,81.5916167103372
2017-02-28,268310538.7507772,54514635.47714898,2295,90.21960243324959,17.876724779343853,81.22776146087881
2017-03-31,270552706.82282907,54055571.8388101,2291,90.72615809930984,17.7181435945945,82.4537286939692
2017-04-30,271061135.121169,54348655.61721638,2300,89.64273334888124,17.79711579783731,81.96434812151585
2017-05-31,271533054.76389015,54894850.09227451,2344,90.85309617887934,17.98751062944666,82.24704377025554
2017-06-30,275363245.3530419,54772386.76472098,2339,89.80365210015863,18.0647496772304,82.27889155852063
2017-07-31,274903721.7617095,54149170.4488818,2368,90.64459131227814,17.66964113393226,82.38202015017502
2017-08-31,277434884.32625943,55235772.7234324,2368,91.07138780986966,18.12230032936807,82.01388012909874
2017-09-30,279671922.3603482,55916354.53081173,2370,90.91817574823324,17.991529940861856,82.84082543528824
2017-10-31,279199563.9765003,56127203.05730289,2385,90.55267646306268,18.209319031070798,83.16458933905677
2017-11-30,280540604.3287871,56166856.67303906,2395,90.84280539082826,18.15958814971196,83.10532240446885
2017-12-31,283603466.70832443,56449367.18101591,2411,90.14617884690296,18.259251382825923,83.6332716632872
2018-01-31,285243624.5821467,55811673.02052747,2407,90.56494909742582,18.05282884928038,83.67101906448013
2018-02-28,285966696.0592139,57396208.97064601,2417,91.01274012728953,18.361850207854932,83.70776033584274
2018-03-31,286733794.4942147,57065267.478714466,2407,91.73379299708031,18.288355073008464,84.0597916428733
2018-04-30,287196883.4342483,57567650.4568489,2421,91.35172133600365,18.356501006240663,84.20941640537157
2018-05-31,291183614.1331315,58431600.70099659,2454,91.52142189196879,18.7812165020996,83.92177649281676
2018-06-30,290980516.8239879,58234389.11295551,2449,90.02077441531752,18.997826391477247,84.39940237418246
2018-07-31,293408932.51345235,59018276.36647271,2451,91.54091130233549,18.501490354124964,84.18758095214426
2018-08-31,292850213.4928103,58604107.14634606,2468,92.2981788451982,19.178823035763166,84.20847176356311
2018-09-30,295878687.9733175,58195553.18371761,2463,91.51788174069065,19.314407720811335,84.40224299961905
2018-10-31,298297059.3950541,60032793.2362926,2510,93.1384761627583,19.076216096302087,84.10029188757886
2018-11-30,298430151.1972743,59691955.1755738,2504,92.73697934779432,19.40602741069953,84.60540138037477
2018-12-31,301346865.35131764,59443653.8850827,2529,91.70412272552201,19.079166252520075,84.82888667379828
2019-01-31,300820003.36192465,59481221.98823744,2528,92.19588256513022,19.26772082473165,84.91962003875341
2019-02-28,302481972.3849967,59867310.82377008,2544,92.69632166247784,19.296019841477847,84.98819827693661
2019-03-31,303490264.5130094,61836903.15202094,2554,92.34682819791507,19.65334073580431,85.6581577465068
2019-04-30,306126891.00539356,61166836.76294705,2531,92.74561831387547,19.49849408311362,86.01461136023993
2019-05-31,305408978.51083577,60802155.06315202,2547,92.5292939242527,19.497548900605416,85.68475802915749
2019-06-30,309190562.3466706,60595111.07889791,2580,92.80106247318822,19.84173426058365,85.59969147178055
2019-07-31,308133173.68826365,61983113.66203372,2559,92.56298037951807,20.066366662548383,86.18620210468316
2019-08-31,312295157.2628651,62349367.059324965,2571,93.0728421619258,19.678509233058453,86.16265291263767
2019-09-30,312559562.7710389,61750047.03638616,2591,93.15047139077552,19.736007566628253,86.02859537610827
2019-10-31,314262094.6048216,62255447.15288566,2621,93.74532666413674,20.220576817347943,86.8684646338372
2019-11-30,314492507.0452602,62079203.794778675,2603,92.41716381063337,20.21948892650904,86.59432802656012
2019-12-31,317183991.3003575,63424834.29448798,2636,92.63822448904294,19.903421608734998,86.52971589066871
2020-01-31,316814114.9442097,64196300.03951083,2635,92.90582711116778,20.493364917080985,86.95551449162903
2020-02-29,318432881.89396816,63898915.51823371,2647,93.18160552730836,20.501973289082624,86.83597500283852
2020-03-31,318448566.0468455,64712533.20990472,2641,93.90720613339444,20.269944149060862,86.80979086121377
2020-04-30,323004075.70645046,63047913.714696616,2671,93.22548383612077,20.308791282983677,86.77820441337327
2020-05-31,321944811.66897213,65020454.795522146,2662,94.58260206333138,20.36335269509302,87.31792348236637
2020-06-30,324198867.74462265,65392749.506213926,2673,93.38777772744406,20.652361605833335,86.99889435656469
2020-07-31,325747677.96330667,64749863.453718156,2694,93.82985999527068,20.335389258476493,87.90050377296627
2020-08-31,326943149.197827,65764908.73250583,2721,93.46118627790365,20.525407756314028,87.40191747370186
2020-09-30,326507411.20822746,65748265.285243526,2698,93.79317751749797,21.166931306144726,87.68805383852076
2020-10-31,329861969.8770026,66806050.433906026,2740,94.14790399874042,21.19143475887637,87.46961654395837
2020-11-30,331519092.9922429,66721619.34745741,2735,93.34014033744667,20.795187152203685,87.68240697553807
2020-12-31,335501977.8684769,66200682.477753185,2753,94.27614338749245,21.241344660092995,88.58976238045909
2021-01-31,333418907.6328007,66845971.76280066,2751,93.65469117118488,21.321278087352187,88.60182501877279
2021-02-28,336504955.286179,67553349.83320677,2745,93.8486998917578,21.3850634476419,88.39230949620129
2021-03-31,336616829.03164357,67596150.02140474,2784,93.90546622870528,21.321762293153014,88.84689073236079
2021-04-30,340593195.13258713,67337916.78164712,2797,94.6030183968393,21.556913871463365,88.43217428073658
2021-05-31,340107442.8004973,68223125.79381971,2779,94.63573953757793,21.349739266264695,89.4650967732906
2021-06-30,342256522.94172895,68316705.62426177,2779,94.99214769928885,21.51665363387165,89.38779501658986
2021-07-31,342923022.8875539,69351829.28957832,2801,95.2488450331881,21.304184296816857,89.22270347953112
2021-08-31,345522885.82812256,69081240.10350987,2821,95.1223699806989,22.233955054118848,89.37939538084215
2021-09-30,347107467.1435938,68681937.2396436,2842,94.90601548250103,22.043498326909422,89.69338402649973
2021-10-31,346317181.5808522,68905499.44395514,2829,95.34080484057667,21.827301470806663,89.66293222966804
2021-11-30,346781220.69092906,69224485.82714956,2832,95.407467747184,22.32369793285189,89.54182678809444
2021-12-31,350306464.35571796,68778382.60073958,2844,95.1273482788429,22.18050225347042,90.23975487260562
2022-01-31,349331891.8686275,70626506.2140236,2866,96.24908854322287,22.280136999615607,89.48675615001318
2022-02-28,352148923.56467324,70467102.4503189,2893,94.87852867193419,22.520830574539808,90.09428555251962
2022-03-31,354368005.3226909,71270391.63917385,2891,95.64808617620083,22.753592989310686,90.01059974419721
2022-04-30,354577750.2071984,70773883.82524188,2880,96.3314066889374,22.600115738408807,90.31586956325454
2022-05-31,359994965.5353566,71133706.42094013,2920,96.40936951314676,22.59922855154293,90.0103961276839
2022-06-30,358334596.70150954,72080665.17489167,2909,95.97020234700446,22.656355061714383,91.008415002778
2022-07-31,361802280.92436945,72612738.560888,2934,96.11368885297229,23.199548442107155,91.16849057369258
2022-08-31,362859425.45744914,72018302.5249032,2923,96.73120905429045,22.67478729717402,91.23297783903558
2022-09-30,362142857.685532,72956692.32375215,2946,96.9299018718459,22.662717702835433,90.9699600182269
2022-10-31,363598507.4720916,72739875.15635726,2962,96.33922943433603,22.50506978745614,91.08260778933911
2022-11-30,366779596.54479116,73312102.30894212,2962,96.65896660641017,22.872243583932395,91.39219576921562
2022-12-31,365817688.1462093,73531329.7757698,2976,96.1037882478931,23.15860472179128,91.89328733820793
2023-01-31,369410130.0463342,72670505.24929096,2981,97.35821115471303,23.301656331477506,91.52816796457246
2023-02-28,371858285.86516076,73542936.61762907,2972,95.96367041397626,23.192252358877134,92.79438995669688
2023-03-31,371357118.8083372,74507148.63434345,2979,97.48004743707277,23.48607086977783,92.03380397762035
2023-04-30,372280856.94029313,73807413.11521502,3009,96.90279585758194,23.485605095025086,92.32213412371198
2023-05-31,372890441.4316163,75451629.73224494,3023,97.47828882435576,23.52703992325763,92.01984294383114
2023-06-30,373861112.21481776,75095463.52976377,3010,97.96343462646874,23.638454850391923,92.70280011947764
2023-07-31,376594219.83222,75215854.49976052,3039,97.9329451532657,24.106785667283425,92.69449569502123
2023-08-31,377883524.5731191,76471626.45719463,3029,98.46356104961465,23.877640007476582,92.64082334260642
2023-09-30,378196391.1572966,75479879.44760258,3042,97.61640354383242,23.570301617883338,92.75029553380678
2023-10-31,380688734.37785834,75986078.65324949,3081,97.93888599760498,24.125912908284583,93.2163351488963
2023-11-30,380641451.9094025,77263778.33505933,3086,97.22901629614873,23.431442144304267,92.88344234543436
2023-12-31,383696347.7137275,76641459.37739517,3067,97.96814032383266,23.838163094244106,93.3347123344855
2024-01-31,383426031.7949828,77113753.97420533,3090,98.22194110868968,24.01213170148484,93.57310890117562
2024-02-29,386189166.5562621,77219858.36852168,3095,98.27476686384848,24.16111594541505,93.14621632641901
2024-03-31,387771355.3197256,77007022.58769903,3110,97.76732035310832,23.89241995563571,93.27032956820764
2024-04-30,391117452.09421587,77313558.65757492,3103,98.25726584573403,24.374769346213224,93.72684609284589
2024-05-31,390770334.06338847,77606487.73371525,3144,98.17538204783564,24.0929063913656,94.3943431917282
2024-06-30,391887922.84199387,78752724.21470577,3133,98.163892926293,24.319238009643165,93.74916166792016
2024-07-31,393410284.51220727,79206102.64404686,3161,98.16047339799645,24.660564892474152,94.67668010067561
2024-08-31,393402979.90560746,79441433.38928868,3168,98.37601304009263,24.496905329078313,94.68230733819377
2024-09-30,394602449.23477477,79348708.74378966,3184,98.67118233461218,24.873178685617702,94.57222390414876
2024-10-31,397230774.3247133,79802022.16456187,3181,98.92070468332913,25.185228456794775,94.76121688348479
2024-11-30,399622591.18049175,79107346.67796402,3200,99.81292637884812,25.037373492228433,94.44924408678042
2024-12-31,398708356.15528697,79509864.98569188,3194,99.34406482794228,24.90646382901057,94.91643735777318
